NA,NA,NA
0,0.145252588,0
0,0.008602557,0
0,0.05491433,0
NA,NA,NA
NA,NA,NA
0,0.058774763,0
0,0.007479576,0
0,0.036664627,0
0,0.085740446,0
0,0,0
0,0,0
0,0.251383842,0
0,0.059176866,0
0,0.161606412,0
0,0.115735236,0
0.095675767,0.007299592,0
0,0.009029918,0
0.180726281,0.261984814,0
0.285739831,0.122204378,0
0.558981869,0.007090323,0
0.718635946,0,0
1.336753796,0.013954537,0
1.063330988,0,0.140451625
0.911094718,0.18915599,0
1.085981299,0,0
0.308296914,0.08704083,0
0.320212827,0.099322388,0
0.321907387,0.075788641,0
0.07951746,0.014030595,0.07951746
0.130037488,0.130037488,0
0.070068103,0.070068103,0.070068103
0,0.08261208,0
0.133552015,0,0
0,0,0
0,0,0
0.01743187,0.149043169,0
0,0.02035201,0
0,0.199812082,0
0,0.13889864,0.191195973
0,0.250965296,0
0,0.133804712,0.118914261
0,0.100524679,0
0,0.552670458,0.128717849
0,0.014315332,0.516139227
0,0.173983879,0.332626879
0.245222833,0.122611416,0.367834249
0.135519557,0.135519557,0
0,0.42031421,0.436250133
0,0.127899629,0
0,0.394250742,0.405264298
0,0,0.333310216
0,0.011329971,0
0,0,0.052744358
0,0,0
0,0,0.234540527
0,0,0
0,0,0
NA,NA,NA
0,0,0
0,0,0.107938265
0,0.090539159,0.090539159
0,0,0.304202464
0,0.080267052,0
0,0,0.068441678
0,0,0
0,0,0.138723292
0,0,0.260909889
0,0,0.187658589
0,0,0
0,0,0.141787978
0,0.034361382,0.071012589
0,0,0.472979802
0,0,0.200137917
0,0,0.507349922
0,0,0.428298974
0,0,0.693344321
0.001263863,0,0.44229063
0,0,0.652390362
0,0,0.510141219
0,0,0.175553262
0,0,0.151473009
0,0,0.17043795
0,0,0.117731916
0,0,0.025306993
0,0,0.003654148
0,0.022643173,0
0,0,0
0,0.032139027,0
0,0,0
0,0,0.030452875
0,0.036107912,0
0,0.03456005,0
0,0.097682088,0
0,0.049650166,0
0,0.217174258,0.004903915
0,0.324089665,0
0,0.015523751,0
0,0.407277187,0
0,0.205750952,0
0,0.128146242,0
0,0.106973387,0
0,0.149271715,0
0,0.094603297,0
NA,NA,NA
0,0.110481744,0
0,0.401969745,0
0,0.224758821,0
0,0.129786989,0
NA,NA,NA
0,0.024457568,0
0,0.124383872,0
0,0.087329466,0
0,0.047920743,0
0,0.003336981,0.041773714
0,0.05074727,0
0,0.09304604,0
0,0.042726295,0
0,0,0.102104052
0,0.061745317,0
0.03684526,0.072474913,0
0,0,0
0,0.003293149,0.021889149
0,0.145638991,0
0,0.03166894,0
0.251636642,0.182494156,0
0.246753086,0.183911865,0.11232689
0.188572752,0.083980637,0
0.151828779,0.073646619,0.135222663
0.269800138,0.025279096,0.06107441
0.238017767,0.003675627,0.194502136
0.252386341,0.089461976,0.047006558
0.442352281,0.017915503,0.054972077
0.464538041,0.056063462,0.143070297
0.094333611,0.006629859,0.059062974
0.05644889,0.13879652,0.00568704
0.097346752,0.035756209,0
0.090670603,0.152582023,0.004577565
0.079712913,0.060864762,0.045699595
0,0.173381992,0.122990103
0.100748734,0.101487043,0.050468601
0.10971256,0.1341769,0.114007539
0.089487238,0.184049861,0.089487238
0.115268737,0.167079986,0.073855986
0,0.17386495,0.012961972
0.101372406,0.052625508,0.092697515
0.003105383,0.319074649,0.111533855
0.050362958,0.055815896,0.213984516
0.067218047,0.139154534,0.147033803
0.144182023,0.250977274,0.140025998
0,0.248153029,0.112249873
0.07189867,0.087842013,0.25788688
0.051468478,0.212768972,0.118971483
0.036940973,0.063061773,0.336775878
0,0.098553079,0.182134332
0,0,0.204826338
0,0,0.076734314
0,0,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0,0.003679701
0,0,0.034134865
0,0,0
0,0.080101509,0
0,0.078394366,0
0,0.022313542,0
0.002586724,0.022787854,0.002586724
0,0.053646124,0.039845433
0,0.04996057,0.102015613
0,0,0.095145521
0,0.11031691,0.137946951
0,0.006602181,0.519601768
0,0.064451062,0.3196277
0.022865626,0.067006144,0.539063152
0,0,0.520801686
0.053320224,0.00503536,0.495207932
